
5.00000000e-05	4	21553	8.21544947e-11	4.61250729e-04	
5.11250729e-04	6	21553	5.15893164e-11	4.60765892e-04	
9.72016621e-04	6	21552	5.33470160e-11	4.60266269e-04	
5.00000000e-05	4	21553	2.45479961e-11	4.61250729e-04	
5.11250729e-04	5	21553	4.21829891e-11	4.60765892e-04	
9.72016621e-04	5	21552	7.40487328e-11	4.60266269e-04	
1.43228289e-03	5	21408	8.91001820e-11	4.59768434e-04	
1.89205132e-03	5	21408	4.67642236e-11	4.59272084e-04	
2.35132341e-03	5	21407	4.61499344e-11	4.58777144e-04	
2.81010055e-03	5	21407	5.67673134e-11	4.58284084e-04	
3.26838464e-03	5	21407	6.55548186e-11	4.57792625e-04	
3.72617726e-03	5	21406	7.23665688e-11	4.57302931e-04	
4.18348019e-03	5	21405	7.39067712e-11	4.56814897e-04	
4.64029509e-03	5	21403	6.40542481e-11	4.56328581e-04	
5.09662367e-03	5	21401	6.42396238e-11	4.55843943e-04	
5.55246761e-03	5	21397	7.73614928e-11	4.55360974e-04	
6.00782859e-03	5	21396	7.86857474e-11	4.54887794e-04	
6.46271638e-03	5	21395	5.95785947e-11	4.54408824e-04	
6.91712520e-03	5	21395	4.20245066e-11	4.53931525e-04	
7.37105673e-03	5	21393	8.26893886e-11	4.53455895e-04	
5.00000000e-05	3	21553	5.04115160e-11	3.69931460e-03	
3.74931460e-03	7	21550	3.80605567e-11	3.54627490e-03	
7.29558950e-03	7	21539	2.13241526e-11	3.40237475e-03	
1.06979642e-02	6	21378	7.45810326e-11	3.27236849e-03	
5.00000000e-05	3	21553	4.76617720e-11	3.69931460e-03	
3.74931460e-03	7	21550	4.09505030e-11	3.54627490e-03	
7.29558950e-03	7	21539	4.46047136e-11	3.40237475e-03	
1.06979642e-02	7	21378	3.25327592e-11	3.27236849e-03	
1.39703327e-02	6	21350	7.31928537e-11	3.15524484e-03	
1.71255776e-02	6	21322	5.29651567e-11	3.04912954e-03	
2.01747071e-02	7	21295	1.68378325e-11	2.95139052e-03	
2.31260976e-02	6	21644	5.43883469e-11	2.86201429e-03	
2.59881119e-02	6	21593	9.80090394e-11	2.78135257e-03	
2.87694645e-02	6	21546	8.59402888e-11	2.70912749e-03	
3.14785920e-02	6	21499	6.68174319e-11	2.64322708e-03	
3.41218191e-02	7	22756	3.45161637e-11	2.57961901e-03	
3.67014381e-02	6	22699	9.78464420e-11	2.51982526e-03	
3.92212633e-02	7	22643	3.33395287e-11	2.46732690e-03	
4.16885902e-02	7	22582	2.52087438e-11	2.42066899e-03	
4.41092592e-02	7	22525	2.38816713e-11	2.37480260e-03	
4.64840618e-02	7	22469	3.10450670e-11	2.33126020e-03	
4.88153220e-02	6	22398	9.96921478e-11	2.29335313e-03	
5.11086752e-02	7	22337	4.47484771e-11	2.25914149e-03	
5.33678167e-02	7	22277	5.22910147e-11	2.22184132e-03	
5.55896580e-02	6	22212	7.58208481e-11	2.19052866e-03	
5.77801866e-02	6	22129	9.24477375e-11	2.16360603e-03	
5.99437927e-02	7	22068	2.54698348e-11	2.13468437e-03	
6.20784770e-02	7	21999	6.24419829e-11	2.10565271e-03	
6.41841297e-02	7	21922	3.23435966e-11	2.08530968e-03	
6.62694394e-02	7	21855	3.71444951e-11	2.06136293e-03	
6.83308024e-02	7	21785	3.92215337e-11	2.03680421e-03	
7.03676066e-02	7	23196	3.00686533e-11	2.01878855e-03	
7.23863951e-02	7	23116	3.46428692e-11	2.00159733e-03	
7.43879924e-02	7	23047	2.99441654e-11	1.97976509e-03	
7.63677575e-02	7	22969	2.60535483e-11	1.96467763e-03	
7.83324352e-02	7	23227	4.90543121e-11	1.95104102e-03	
8.02834762e-02	7	23143	4.43985801e-11	1.93169610e-03	
8.22151723e-02	7	23069	3.14712207e-11	1.91837447e-03	
8.41335468e-02	7	22991	2.44240937e-11	1.90797308e-03	
8.60415198e-02	7	23585	3.05540843e-11	1.89204276e-03	
8.79335626e-02	7	23496	4.88108301e-11	1.88061713e-03	
8.98141797e-02	7	23421	3.15887530e-11	1.87200291e-03	
9.16861826e-02	7	23333	5.43816045e-11	1.85738509e-03	
9.35435677e-02	7	23252	5.12808072e-11	1.84698417e-03	
9.53905519e-02	7	23172	3.57451535e-11	1.84127259e-03	
9.72318245e-02	7	23082	3.81275356e-11	1.82794824e-03	
9.90597727e-02	7	22998	3.29539760e-11	1.81948254e-03	
1.00879255e-01	7	24302	4.29097575e-11	1.81318599e-03	
1.02692441e-01	7	24218	4.51714385e-11	1.80294332e-03	
1.04495385e-01	7	24132	4.50709840e-11	1.79612648e-03	
1.06291511e-01	7	24051	3.20713048e-11	1.79178131e-03	
1.08083292e-01	7	23955	2.94537227e-11	1.78190056e-03	
1.09865193e-01	7	23869	2.64507078e-11	1.77597121e-03	
1.11641164e-01	7	23780	5.69829635e-11	1.77257089e-03	
1.13413735e-01	7	23699	3.64046787e-11	1.76376572e-03	
1.15177501e-01	7	24753	5.04018433e-11	1.76019205e-03	
1.16937693e-01	7	24672	4.97395931e-11	1.75612524e-03	
1.18693818e-01	7	24578	3.73436320e-11	1.74955996e-03	
1.20443378e-01	7	24484	5.51375230e-11	1.74704591e-03	
1.22190424e-01	7	24402	4.16825793e-11	1.74212333e-03	
1.23932547e-01	7	24310	3.09670502e-11	1.73724331e-03	
1.25669791e-01	7	24205	6.58254398e-11	1.73448555e-03	
1.27404276e-01	7	24125	5.11745303e-11	1.73025183e-03	
1.29134528e-01	7	24465	2.85755754e-11	1.72707659e-03	
1.30861605e-01	7	24371	3.23336545e-11	1.72556804e-03	
1.32587173e-01	7	24281	3.26539398e-11	1.72023101e-03	
1.34307404e-01	7	24183	3.18226862e-11	1.71970844e-03	
1.36027112e-01	7	24270	9.07969568e-11	1.71826855e-03	
1.37745381e-01	8	24194	1.95512127e-11	1.71183485e-03	
1.39457215e-01	7	24097	4.50327202e-11	1.71164869e-03	
1.41168864e-01	7	23998	8.29930684e-11	1.71099422e-03	
1.42879858e-01	7	25342	5.91487118e-11	1.70496041e-03	
1.44584819e-01	7	25253	7.88453388e-11	1.70638213e-03	
1.46291201e-01	7	25145	6.52245938e-11	1.70509814e-03	
1.47996299e-01	7	25055	8.76841034e-11	1.70109796e-03	
1.49697397e-01	7	24965	4.34160385e-11	1.70251666e-03	
1.51399914e-01	7	24853	5.54511405e-11	1.70048667e-03	
1.53100400e-01	7	24760	9.04771553e-11	1.69877621e-03	
1.54799176e-01	7	24674	4.57649796e-11	1.69990893e-03	
1.56499085e-01	7	27013	6.97855710e-11	1.69696681e-03	
1.58196052e-01	7	26916	5.92145468e-11	1.69743219e-03	
1.59893484e-01	7	26823	5.90832014e-11	1.69843104e-03	
1.61591915e-01	7	26720	7.94342553e-11	1.69445290e-03	
1.63286368e-01	7	26906	2.95336019e-11	1.69623484e-03	
1.64982603e-01	7	26814	6.60019157e-11	1.69822937e-03	
1.66680833e-01	7	26718	5.47593584e-11	1.69280011e-03	
1.68373633e-01	7	26612	3.33155943e-11	1.69606780e-03	
1.70069700e-01	7	26517	3.45987616e-11	1.69695693e-03	
1.71766657e-01	7	26410	4.18384831e-11	1.69355957e-03	
1.73460217e-01	7	26306	3.44867730e-11	1.69681734e-03	
1.75157034e-01	7	26219	3.00309436e-11	1.69654126e-03	
1.76853576e-01	7	26105	3.03688094e-11	1.69512725e-03	
1.78548703e-01	7	26004	4.56242674e-11	1.69687550e-03	
1.80245578e-01	7	25915	8.93772718e-11	1.69685451e-03	
1.81942433e-01	7	25802	3.80480743e-11	1.69738014e-03	
1.83639813e-01	7	27240	4.96652861e-11	1.69915255e-03	
1.85338966e-01	7	27148	6.69337799e-11	1.69782531e-03	
1.87036791e-01	7	27029	5.11677003e-11	1.69977474e-03	
1.88736566e-01	7	26928	5.30694576e-11	1.70248158e-03	
1.90439047e-01	7	28233	3.03113540e-11	1.69937448e-03	
1.92138422e-01	7	28112	5.26212109e-11	1.70285235e-03	
1.93841274e-01	7	28017	2.05379551e-11	1.70446849e-03	
1.95545742e-01	6	27920	8.80743181e-11	1.70438564e-03	
1.97250128e-01	7	27803	4.98314467e-11	1.70659591e-03	
1.98956724e-01	7	27702	2.51256764e-11	1.70707346e-03	
2.00663797e-01	7	27600	4.84908474e-11	1.70768958e-03	
2.02371487e-01	7	27491	1.82804452e-11	1.70953244e-03	
2.04081020e-01	7	27400	3.23712931e-11	1.71017988e-03	
2.05791199e-01	7	27286	2.44454486e-11	1.71250027e-03	
2.07503700e-01	7	27177	2.46196405e-11	1.71435541e-03	
2.09218055e-01	7	27077	2.10287715e-11	1.71374364e-03	
2.10931799e-01	7	27459	2.27915601e-11	1.71708037e-03	
2.12648879e-01	7	27353	2.28451884e-11	1.71938259e-03	
2.14368262e-01	7	27241	5.00995620e-11	1.71772093e-03	
2.16085983e-01	7	27132	3.43291907e-11	1.72220058e-03	
2.17808183e-01	7	27267	2.50228172e-11	1.72368660e-03	
2.19531870e-01	7	27157	2.79149478e-11	1.72284715e-03	
2.21254717e-01	7	27062	1.99941799e-11	1.72657053e-03	
2.22981287e-01	7	26946	2.30816891e-11	1.72846943e-03	
2.24709757e-01	6	28420	7.84428363e-11	1.72874522e-03	
2.26438502e-01	7	28320	3.15175854e-11	1.73256348e-03	
2.28171066e-01	7	28213	2.66061452e-11	1.73361337e-03	
2.29904679e-01	7	28102	3.26022188e-11	1.73460879e-03	
